doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_288,2018,"C.R.C., c. 169","Order Providing for the Fixing, Imposing and Collecting of Levies From Certain Turkey Producers in Nova Scotia",2005,NA,,finance / investment,commodity,finance
doc_289,2018,SOR/83-680,"Regulations Respecting the Ratio Used in the Indexing of Excise Duties on Spirits, Beer, Tobacco, Cigars and Cigarettes",2011,1983,P.C.,chemical weapon,no topic,army / defence
doc_290,2018,SOR/2003-51,Regulations for the Purposes of the Canada Strategic Infrastructure Fund Act,2008,2003,P.C.,infrastructure,no topic,infrastructure
doc_291,2018,SOR/2007-240,First Nations Local Revenue Law Review Regulations,2007,2007,P.C.,infrastructure,no topic,infrastructure
doc_294,2018,SOR/97-501,Privileges and Immunities of the Secretariat of the Convention on Biological Diversity Order,2005,1997,P.C.,commodity,no topic,commodities
doc_295,2018,SOR/98-180,Ontario Hydro Nuclear Facilities Exclusion from Part II of the Canada Labour Code Regulations (Occupational Health and Safety),2005,1998,P.C.,nuclear / ontario hydro,no topic,nuclear
doc_296,2018,SOR/2008-158,Name Use (Affiliates of Banks or Bank Holding Companies) Regulations,2008,2008,P.C.,company property,bank / finance,corporations
doc_300,2018,"C.R.C., c. 182","Order Providing for the Fixing, Imposing and Collecting of Levies from Certain Egg Producers in Ontario",2005,NA,,finance / investment,commodity,finance
doc_301,2018,SOR/99-13,Exemption List Regulations,2006,1998,P.C.,water body / waste,no topic,water
doc_303,2018,"C.R.C., c. 828",Regulations Respecting Deleterious Substances in Liquid Effluents from Petroleum Refineries,2010,NA,,refinery,no topic,energy / pipeline / oil
doc_304,2018,SOR/2001-205,Orion Bus Industries Ltd. Remission Order,2008,2001,P.C.,army / defence,united nation,army / defence
doc_305,2018,SOR/92-478,"Order Prescribing the Fees to be Paid by Any User to Whom Technical Assistance Services or the Use of Research and Development Facilities Are Provided by the Food Research and Development Centre of the Department of Agriculture at Saint-Hyacinthe, Québec",2006,1992,,scientific research,infrastructure,education
doc_306,2018,SOR/93-482,"Regulations Prescribing the Fees To Be Paid for Criminal Record Verification for the Purposes of Licensing or Otherwise Certifying an Individual for Employment in an Enterprise Related to Insurance, Real Estate or Securities",2008,1993,P.C.,environment / migratory bird,no topic,environment
doc_308,2018,SOR/88-427,Rules of the Supreme Court of the Yukon Territory for Pre-Hearing Conferences Held Pursuant to Section 553.1 of the Criminal Code,2011,1988,,judiciary,no topic,judiciary
doc_309,2018,SOR/94-617,Order Respecting the Remission of the Customs Duties Paid or Payable in Respect of Certain Canadian Forces Materiel Imported by the Department of National Defence,2008,1994,P.C.,army / defence,no topic,army / defence
doc_310,2018,SOR/2014-61,Special Economic Measures (Ukraine) Permit Authorization Order,2014,2014,P.C.,economic measures,no topic,economics
doc_311,2018,SOR/2000-14,Military Police Professional Code of Conduct,2006,1999,P.C.,judiciary,no topic,judiciary
doc_313,2018,SOR/2003-300,Insurance Business (Cooperative Credit Associations) Regulations,2008,2003,P.C.,insurance,no topic,insurance
doc_314,2018,SOR/2005-392,Stainless Steel Round Wire Products Anti-dumping Duty Remission Order,2006,2005,P.C.,stainless steel,no topic,commodities
doc_315,2018,"C.R.C., c. 343",Regulations Respecting the Making of Grants to Provinces in Respect of Federal Property Situate Therein,2006,NA,,real estate,no topic,estate / land
doc_316,2018,SOR/2013-40,Nunavut Borrowing Limits Regulations,2013,2013,P.C.,housing corporation / nunavat,no topic,estate / land
doc_317,2018,SOR/2012-113,Crown Share Adjustment Payments Regulations,2012,2012,P.C.,project / marketing,no topic,marketing
doc_318,2018,SOR/2006-245,Short-term Pooled Investment Fund Regulations,2006,2006,P.C.,nuclear,no topic,nuclear
doc_319,2018,SOR/84-159,General Permit Authorizing the Exportation of Egg Products,2010,1984,,export,no topic,exports
doc_320,2018,SOR/2014-181,Statement Limiting the Right to Equitable Remuneration of Certain Rome Convention or WPPT Countries,2014,2014,,corporation headquarters / Iraq,no topic,corporations
doc_321,2018,SOR/96-276,Regulations Prescribing Transactions that a Company May Enter Into with a Related Party of the Company,2008,1996,P.C.,bank / finance,no topic,bank / finance
doc_322,2018,SOR/93-441,"Regulations Prescribing the Time and Manner for the Crediting of Amounts by the Minister of Energy, Mines and Resources to the Nova Scotia Offshore Revenue Account, and the Time and Manner for the Payment to Her Majesty in Right of Nova Scotia, of Any Amount Credited to that Account",2008,1993,P.C.,translation,no topic,translation
doc_323,2018,SOR/99-191,Status of the Artist Act Professional Category Regulations,2008,1999,P.C.,professional work,no topic,professional work
doc_324,2018,SOR/86-262,Regulations Respecting Insurance of Loans Made to Baie Verte Mines Inc.,2006,1986,P.C.,judiciary / bank,no topic,judiciary
doc_326,2018,SOR/93-327,Regulations Respecting Zoning at Whale Cove Airport,2011,1993,P.C.,airport,no topic,airport / aircrafts
doc_327,2018,SOR/2005-379,"Assessable Activities, Exceptions and Executive Committee Projects Regulations",2009,2005,P.C.,national park / construction,no topic,national park
doc_328,2018,SOR/2000-228,New Brunswick Primary Forest Products Order,2009,2000,P.C.,product / marketing,no topic,marketing
doc_329,2018,"C.R.C., c. 394",Regulations Respecting the Examination of Bills and Regulations Pursuant to the Canadian Bill of Rights,2005,NA,,licence,no topic,licence
doc_330,2018,SOR/2004-156,International Criminal Court Privileges and Immunities Order,NA,2004,P.C.,privilege immunity / international_criminal,no topic, criminal code / immunity
doc_331,2018,"C.R.C., c. 1560",Regulations Under the Trade Unions Act,2006,NA,,union rule / trade,no topic,trade
doc_332,2018,SOR/2000-214,Stranded Steel Wire Remission Order,2008,2000,P.C.,directions / zones,no topic,directions
doc_334,2018,"C.R.C., c. 1561",Regulations Respecting the Provision of Translation Services,2005,NA,,translation,no topic,translation
doc_336,2018,"C.R.C., c. 395",Regulations Made Pursuant to Subsection 23(2) of the Canadian Forces Superannuation Act,2008,NA,,pension,election / pension,pension
doc_339,2018,SOR/81-948,Regulations Respecting Zoning at St. Andrews Airport,2011,1981,P.C.,runway / royal canadian police,no topic,police
doc_342,2018,SOR/88-397,Regulations Respecting the Security and Confidentiality of Information to which Members of the Royal Canadian Mounted Police External Review Committee and Persons Employed by the Royal Canadian Mounted Police External Review Committee May Have Access in the Performance of their Duties,2008,1988,P.C.,runway / royal canadian police,no topic,police
doc_343,2018,SOR/96-277,Related Party Transactions (Trust and Loan Companies) Regulations,2008,1996,P.C.,bank / finance,no topic,bank / finance
doc_344,2018,"C.R.C., c. 1549",Order Prescribing as a Fishing Zone of Canada Certain Areas of the Sea Adjacent to the Coast of Canada,2006,NA,,point / boundary,no topic,point / boundary
doc_345,2018,SOR/93-326,Regulations Respecting Zoning at Rankin Inlet Airport,2011,1993,P.C.,airport,no topic,airport / aircrafts
doc_347,2018,SOR/2006-244,Debt Reserve Funds Replenishment Regulations,2006,2006,P.C.,debt reserve / fund,no topic,bank / debt
doc_348,2018,SOR/84-158,General Permit Authorizing the Exportation of Eggs,2010,1984,,export,no topic,exports
doc_349,2018,"C.R.C., c. 356",Order Prescribing Certain Areas of the Arctic Waters as Shipping Safety Control Zones,2009,NA,,directions / zones,no topic,directions
doc_350,2018,SOR/2002-106,Notice of Branch Closure (Trust and Loan Companies) Regulations,2005,2002,P.C.,branch closure / financial_service,no topic,branch closure
doc_351,2018,"C.R.C., c. 430",Order Designating Areas in Which Permits to Possess a Firearm or Ammunition May Be Issued to Persons under the Age of Fourteen Years,2005,NA,,directions / zones,north boundary,directions
doc_352,2018,SOR/2003-301,Investments in Associations and Cooperatively-owned Entities Regulations,2005,2003,P.C.,investment / loan,no topic,investment
doc_354,2018,SOR/2016-244,Global Fund Replenishment Conference — Privileges and Immunities Order,2016,2016,P.C., criminal code / immunity,no topic,criminal code / immunity
doc_355,2018,"C.R.C., c. 342",Regulations Respecting the Implementation of Adjustment Assistance to Railway Companies and Employees Affected by Changes in Railway Passenger Services,2006,NA,,imports / tariff,no topic,tariff
doc_356,2018,SOR/2013-69,Nunavut Waters Regulations,2013,2013,P.C.,water / deposit waste,no topic,water
doc_357,2018,SOR/95-405,"Regulations Respecting the Procedures, Equipment and Resources of Response Organizations and Oil Handling Facilities for Use in Respect of an Oil Pollution Incident",2007,1995,P.C.,pollution incident,no topic,environment
doc_359,2018,SOR/2014-60,Special Economic Measures (Ukraine) Regulations,2014,2014,P.C.,ukraine crimea region,no topic,ukraine crimea region
doc_360,2018,SOR/78-771,Zoning Regulations Respecting Charlo Airport,2011,1978,P.C.,airport,airport strip,airport / aircrafts
doc_362,2018,SOR/94-602,Regulations Respecting the Writing Off of any Debt or Obligation Due to Her Majesty or any Claim by Her Majesty,2008,1994,T.B.,debt,no topic,bank / debt
doc_364,2018,SOR/2003-87,Endeavour Hydrothermal Vents Marine Protected Area Regulations,2005,2003,P.C.,scientific research,no topic,education
doc_366,2018,SOR/2011-204,Order Designating Saskatchewan for the Purposes of the Criminal Interest Rate Provisions of the Criminal Code,2011,2011,P.C., criminal code / immunity,no topic,criminal code / immunity
doc_367,2018,"C.R.C., c. 183",Order Granting Authority to Regulate the Marketing in Interprovincial and Export Trade of Flue-Cured Tobacco Produced in Ontario,2005,NA,,tobacco,no topic,tobacco
doc_368,2018,SOR/2007-282,Directive to the Canadian Nuclear Safety Commission Regarding the Health of Canadians,2008,2007,P.C.,nuclear,no topic,nuclear
doc_372,2018,SOR/87-272,Regulations Respecting the Insurance of Loans Made to Nardeux Canada Ltée,2006,1987,P.C.,directions / zones,no topic,directions
doc_373,2018,SOR/93-124,Order Respecting the Remission of Customs Duties on Specified Bolsters and Sideframes for Railcars,2008,1993,P.C.,remission,no topic,remission
doc_374,2018,SOR/57-176,Joyceville Institution Proclaimed a Penitentiary for Ontario,2013,NA,,tobacco,no topic,tobacco
doc_375,2018,"C.R.C., c. 632",General Import Permit No. 17,2005,NA,,import permit,no topic,trade
doc_376,2018,SOR/2007-255,Eligible Financial Contract Regulations (Canada Deposit Insurance Corporation Act),2007,2007,P.C.,security agreement,no topic,security
doc_379,2018,SOR/2007-241,First Nations Assessment Appeal Regulations,2007,2007,P.C.,first nation / appeal,no topic,first nation
doc_381,2018,SOR/83-681,"Regulations Respecting the Ratio Used in the Indexing of Excise Taxes on Wines, Cigarettes and Manufactured Tobacco",2011,1983,P.C.,excise ratio,no topic,excise ratio
doc_382,2018,SOR/98-156,Industrial Hemp Regulations,2008,1998,P.C.,industrial hemp,no topic,industrial hemp
doc_384,2018,SOR/2003-78,Sandy Bay Band Council Elections Order,2005,2003,,industrial hemp,no topic,industrial hemp
doc_385,2018,"C.R.C., c. 1171",Regulations Respecting Railway Safety Appliance Standards,2008,NA,,handhold,no topic,handhold
doc_386,2018,SOR/2009-216,CPFTA Tariff Preference Regulations,2009,2009,P.C.,imports / tariff,corporation headquarters / Iraq,tariff
doc_387,2018,SOR/2014-235,Special Economic Measures (South Sudan) Regulations,2014,2014,P.C.,south sudan / loan,no topic,loan
doc_390,2018,SOR/2004-221,United Nations Iraq Regulations,NA,2004,P.C.,corporation headquarters / Iraq,no topic,corporations
doc_391,2018,"C.R.C., c. 1603",Regulations Respecting Dominion Water-Powers,2005,NA,,licence,no topic,licence
doc_392,2018,SOR/2001-402,Minority Investment (Banks) Regulations,2005,2001,P.C.,bank / finance,no topic,bank / finance
doc_393,2018,"C.R.C., c. 791",Order Respecting the Temporary Entry of Goods Comprising Side Shows and Concessions,2005,NA,,imports / tariff,customs,tariff
doc_394,2018,SOR/2001-364,Aggregate Financial Exposure (Insurance Companies) Regulations,2008,2001,P.C.,bank / finance,imports / tariff,bank / finance
doc_395,2018,"C.R.C., c. 949",Regulations Respecting the Borrowing of Money by Councils of Bands and the Disposition of Such Moneys,2005,NA,,band,no topic,band
doc_396,2018,SOR/2000-177,Canada Deposit Insurance Corporation Notice Regulations (Compensation in Respect of the Restructuring of Federal Member Institutions),2006,2000,P.C.,firearm,no topic,firearms
doc_397,2018,"C.R.C., c. 78",Regulations Respecting Zoning at the Canadian Forces Base Shearwater Airfield,2011,NA,,point / boundary,no topic,point / boundary
doc_398,2018,SOR/2014-221,Imports of Certain Textile and Apparel Goods from Honduras Customs Duty Remission Order,2014,2014,P.C.,imports / tariff,free trade,tariff
doc_399,2018,SOR/2009-202,Proclamation Exempting the Waters of Sandy Pond from the Operation of Section 22 of the Navigable Waters Protection Act,2009,2009,,navigable water / petroleum,no topic,water
doc_402,2018,SOR/92-531,Regulations Defining the Regulatory Capital of a Bank,2005,1992,P.C.,judiciary / bank,no topic,judiciary
doc_403,2018,SOR/92-257,Regulations Permitting the Use of the Name of a Company in a Document in Connection with a Transaction Related to Securities,2008,1992,P.C.,bank / finance,groundwater,bank / finance
doc_405,2018,SOR/83-722,General Export Permit No. Ex. 10,2011,1983,,export,export,exports
doc_406,2018,SOR/2012-264,Regulations for the Redemption of One Cent Coins,2012,2012,P.C.,corporation headquarters / Iraq,directions / zones,corporations
doc_407,2018,SOR/2008-65,Notices of Uninsured Deposits Regulations (Retail Associations),2008,2008,P.C.,branch closure / financial_service,reproduction,branch closure
doc_408,2018,SOR/2002-264,Support Orders and Support Provisions (Banks and Authorized Foreign Banks) Regulations,2005,2002,P.C.,directions / zones,no topic,directions
doc_410,2018,"C.R.C., c. 752",Order Respecting the Remission of Customs Duty and Sales Tax on Computer Generated Mailing Lists,2005,NA,,imports / tariff,union rule / trade,tariff
doc_412,2018,SOR/89-225,Regulations Respecting the Inspection of Classed Ships,2005,NA,P.C.,ship cargo,no topic,ship / vessel
